fulltitle,year_x,rank_x,title_x,artist_x,title_lower,date,year_y,title_y,simple_title,artist_y,main_artist,peak_pos,last_pos,weeks,rank_y,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics
The lessons I've learned
Take that money
Watch it burn
Sink in the river
The lessons I've learned
Take that money
Watch it burn
Sink in the river
The lessons I've learned"

"10.Hold On, We're Going Home- Drake (featuring Majid Jordan)",2013,10,"Hold On, We're Going Home", Drake (featuring Majid Jordan),"hold on, we're going home",4/5/14,2014.0,"Hold On, We're Going Home","hold on, we're going home",drake,drake,4.0,43.0,33.0,44.0,-1,https://embed.spotify.com/?uri=spotify:track:6jdOi5U5LBzQrc4c1VT983,6jdOi5U5LBzQrc4c1VT983,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCMV1300146,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",rap,https://api.spotify.com/v1/audio-analysis/6jdOi5U5LBzQrc4c1VT983,0.404,0.0718,99.999,0.0949,0.00357,2.17E-05,4,0.773,6,227880,-7.438,0.287,0,"I got my eyes on you
You're everything that I see
I want your high love and emotion endlessly
I can't get over you
You left your mark on me
I want your high love and emotion endlessly

Cause you're a good girl and you know it
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be
Just hold on we're going home
Just hold on we're going home
It's hard to do these things alone
Just hold on we're going home (home)

I got my eyes on you
You're everything that I see
I want your high love and emotion endlessly
I can't get over you
You left your mark on me
I want your high love and emotion endlessly

Cause you're a good girl and you know it (oh yeah)
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be

So just hold on we're going home (going home)
Just hold on we're going home (going home)
It's hard to do these things alone (things alone)
Just hold on we're going home (going home, going home)

You're the girl
You're the one
Gave you everything I love
I think there's something, baby
I think there's something, baby

You're the girl
You're the one
Gave you everything I love
I think there's something, baby
I think there's something, baby

Cause you're a good girl and you know it
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be

Oh just hold on we're going home (going home)
Just hold on we're going home (going home)
It's hard to do these things alone (things alone)
Just hold on we're going home (going home, going home)
Hold on"

2.Thinking Out Loud- Ed Sheeran,2014,2,Thinking Out Loud, Ed Sheeran,thinking out loud,11/28/15,2015.0,Thinking Out Loud,thinking out loud,ed sheeran,ed sheeran,2.0,41.0,58.0,45.0,-4,https://embed.spotify.com/?uri=spotify:track:34gCuhDGsG4bRPIf9bb02f,34gCuhDGsG4bRPIf9bb02f,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GB1301400563,[u'pop'],pop,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.445,0.184,78.998,0.0295,0.474,0,4,0.781,2,281560,-6.061,0.591,1,"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?

And, darling, I will be loving you till we're 70
And, baby, my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Well, me, I fall in love with you every single day
And I just wanna tell you I am

So, honey, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are

When my hair's all but gone, and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same

'Cause, honey, your soul could never grow old, it's evergreen
And, baby, your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
And maybe it's all part of a plan
Well, I'll just keep on making the same mistakes
Hoping that you'll understand

That, baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
And maybe we found love right where we are

La la la, la la la, la la la, la la la loud

So, baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh, darling, place your head on my beating heart
I'm thinking out loud
Then maybe we found love right where we are
Oh, baby, we found love right where we are
And we found love right where we are"

4.Stay with Me- Sam Smith,2014,4,Stay with Me, Sam Smith,stay with me,5/2/15,2015.0,Stay With Me,stay with me,sam smith,sam smith,2.0,49.0,54.0,50.0,-1,https://embed.spotify.com/?uri=spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,5Db9VIdDsN5yu3Eu7CT0i4,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV71400077,"[u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/5Db9VIdDsN5yu3Eu7CT0i4,0.419,0.11,85.014,0.0389,0.568,0.000217,4,0.479,0,172724,-6.517,0.186,1,"Guess it's true
I'm not good at a one night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave
Will you hold my hand

Oh, won't you stay with me
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me

Why am I so emotional
No it's not a good look, gain some self control
Deep down I know this never works
But you could lay with me
So it doesn't hurt

Oh, won't you stay with me
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me

Oooh oh ooh oooh ooooh oh
Oooh oh ooh oooh ooooh oh

Oh, won't you stay with me
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me
Oh, wont you stay with me
Cause you're all I need
This ain't love its clear to see
But darling
Stay with me"

5.Shake It Off- Taylor Swift,2014,5,Shake It Off, Taylor Swift,shake it off,8/15/15,2015.0,Shake It Off,shake it off,taylor swift,taylor swift,1.0,47.0,50.0,50.0,-3,https://embed.spotify.com/?uri=spotify:track:7zCCVZBgy3Ij5fX7S4fs60,7zCCVZBgy3Ij5fX7S4fs60,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCJY1431460,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/7zCCVZBgy3Ij5fX7S4fs60,0.727,0.255,160.069,0.202,0.0554,1.15E-06,4,0.631,7,219209,-7.18,0.939,1,"I stay out too late
Got nothing in my brain
That's what people say, mm-mm
That's what people say, mm-mm

I go on too many dates
But I can't make 'em stay
At least that's what people say, mm-mm
That's what people say, mm-mm

But I keep cruising
Can't stop, won't stop moving
It's like I got this music
In my mind, saying it's gonna be alright

'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate, baby
I'm just gonna shake, shake, shake, shake, shake
Shake it off, I shake it off

Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

I'll never miss a beat
I'm lightning on my feet
And that's what they don't see, mm-mm
That's what they don't see, mm-mm

I'm dancing on my own (Dancin' on my own)
I'll make the moves up as I go (Moves up as I go)
And that's what they don't know, mm-mm
That's what they don't know, mm-mm

But I keep cruising
Can't stop, won't stop grooving
It's like I got this music
In my mind, saying it's gonna be alright

'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate, baby
I'm just gonna shake, shake, shake, shake, shake
Shake it off, I shake it off

Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake, baby
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off

Hey, hey, hey
Just think while you've been getting down and out
About the liars, and the dirty dirty cheats of the world
You coulda been getting down to this sick beat

My ex man brought his new girlfriend
She's like ""Oh, my God!"" but I'm just gonna shake it
To the fella over there with the hella good hair
Won't you come on over baby we could shake, shake, shake (Yeah, oh)

'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate, baby (Haters gonna hate)
I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake, baby
I'm just gonna shake, shake, shake, shake, shake
Shake it off, I shake it off

Shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off

Shake it off, I shake it off
I-I-I shake it off, I shake it off
(You got to) I-I-I shake it off, I shake it off
I-I-I shake it off, I shake it off"

5.Shake It Off- Taylor Swift,2014,5,Shake It Off, Taylor Swift,shake it off,1/21/06,2006.0,Shake It Off,shake it off,mariah carey,mariah carey,2.0,42.0,26.0,47.0,-5,https://embed.spotify.com/?uri=spotify:track:4VKnkoNNM6yTb4cXXX3wqD,4VKnkoNNM6yTb4cXXX3wqD,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70500421,"[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/4VKnkoNNM6yTb4cXXX3wqD,0.49,0.11,134.143,0.147,0.21,0,4,0.766,2,232840,-6.553,0.832,1,"Everybody just, everybody just bounce, bounce
Everybody just, everybody just bounce, bounce

I gotta shake it off
'Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake, shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake it off
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy I gotta shake, shake it off
Gotta do what's best for me
Baby and that means
I gotta shake you off
By the time you get this message
It's gonna be too late
So don't bother paging me
'Cause I'll be on my way
See I grabbed all my diamonds and clothes
Just ask your momma she knows
You're gonna miss me baby
Hate to say, ""I told you so""
Well at first I didn't know
But now it's clear to me
You would cheat with all your freaks
And lie compulsively
So I packed up my Louis Vuitton
Jumped in your ride and took off
You'll never ever find a girl
Who loves you more than me
I gotta shake it off
'Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake, shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake it off
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy I gotta shake, shake it off
Gotta do what's best for me
Baby and that means
I gotta shake you off
I gotta shake, shake, shake shake, shake it off
Shake, shake, shake shake, shake it off
Shake, shake, shake shake, shake it off
Shake, shake, shake shake, shake it off
I found out about a gang
Of your dirty little deeds
With this one and that one
By the pool, on the beach, in the streets
Heard y'all was
Hold up, my phone's breakin' up
I'ma hang up and call the machine right back
I gotta get this off of my mind
You wasn't worth my time
So I'm leaving you behind
'Cause I need a real love in my life
Save this recording because
I'm never coming back home
Baby I'm gone
Don't cha know
I gotta shake you off
'Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake, shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake it off
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy I gotta shake, shake it off
Gotta do what's best for me
Baby and that means
I gotta shake you off
I gotta shake, shake, shake shake, shake it off
Shake, shake, shake shake, shake it off
Shake, shake, shake shake, shake it off
Shake, shake, shake shake, shake it off
I just gotta shake you off
'Cause the loving ain't the same
And you keep on playing games
Like you know I'm here to stay
I gotta shake, shake it off
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
I gotta shake you off
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy I gotta shake, shake you off
Gotta do what's best for me
Baby and that means
I gotta shake you off
I gotta shake you off
Everybody just, everybody just bounce, bounce
I gotta shake, shake it off
Everybody just, everybody just bounce, bounce"

6.Sugar- Maroon 5,2014,6,Sugar, Maroon 5,sugar,11/14/15,2015.0,Sugar,sugar,maroon 5,maroon 5,2.0,46.0,42.0,49.0,-3,https://embed.spotify.com/?uri=spotify:track:3A5PPBScaxdOaZRxApGHAr,3A5PPBScaxdOaZRxApGHAr,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71402867,[u'pop'],pop,https://api.spotify.com/v1/audio-analysis/3A5PPBScaxdOaZRxApGHAr,0.783,0.086,120.042,0.0337,0.0553,0,4,0.744,1,235493,-7.077,0.885,1,"I'm hurting, baby, I'm broken down
I need your loving, loving, I need it now
When I'm without you
I'm something weak
You got me begging
Begging, I'm on my knees

I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh, baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

Your sugar
Yes, please
Won't you come and put it down on me
I'm right here, 'cause I need
Little love and little sympathy
Yeah you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar
Yes, please
Won't you come and put it down on me

My broken pieces
You pick them up
Don't leave me hanging, hanging
Come give me some
When I'm without ya
I'm so insecure
You are the one thing
The one thing, I'm living for

I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh, baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

Your sugar
Yes, please
Won't you come and put it down on me
I'm right here, 'cause I need
Little love and little sympathy
Yeah you show me good loving
Make it alright
Need a little sweetness in my life
Your Sugar! (Your sugar!)
Yes, please (Yes, please)
Won't you come and put it down on me

Yeah
I want that red velvet
I want that sugar sweet
Don't let nobody touch it
Unless that somebody's me
I gotta be a man
There ain't no other way
'Cause girl you're hotter than southern California Bay

I don't wanna play no games
I don't gotta be afraid
Don't give all that shy shit
No make up on, that's my

Sugar
Yes, please
Won't you come and put it down on me (down on me!)
Oh, right here (right here)
'Cause I need (I need)
Little love and little sympathy
Yeah you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar! (Sugar!)
Yes, please (Yes, please)
Won't you come and put it down on me

Your sugar
Yes, please
Won't you come and put it down on me
I'm right here, 'cause I need
Little love and little sympathy
Yeah you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar
Yes, please
Won't you come and put it down on me
(Down on me, down on me)"

7.Shut Up And Dance- Walk the Moon,2014,7,Shut Up And Dance, Walk the Moon,shut up and dance,11/28/15,2015.0,Shut Up And Dance,shut up and dance,walk the moon,walk the moon,4.0,38.0,53.0,39.0,-1,https://embed.spotify.com/?uri=spotify:track:4kbj5MwxO1bq9wjT5g9HaA,4kbj5MwxO1bq9wjT5g9HaA,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81400494,"[u'indie pop', u'indie poptimism', u'indietronica', u'modern rock', u'pop rock']",rock,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,0.866,0.257,128.038,0.0619,0.00701,0,4,0.578,1,199080,-3.804,0.619,1,"Oh don't you dare look back
Just keep your eyes on me.
I said you're holding back,
She said shut up and dance with me!
This woman is my destiny
She said oh oh oh
Shut up and dance with me

We were victims of the night,
The chemical, physical, kryptonite
Helpless to the bass and faded light
Oh we were born to get together,
Born to get together.

She took my arm,
I don't know how it happened.
We took the floor and she said

Oh don't you dare look back
Just keep your eyes on me.
I said you're holding back,
She said shut up and dance with me!
This woman is my destiny
She said oh oh oh
Shut up and dance with me

A backless dress and some beat up sneaks,
My discothÕque, Juliet teenage dream.
I felt it in my chest as she looked at me.
I knew we were born to be together,
Born to be together

She took my arm,
I don't know how it happened.
We took the floor and she said

Oh don't you dare look back
Just keep your eyes on me.
I said you're holding back,
She said shut up and dance with me!
This woman is my destiny
She said oh oh oh
Shut up and dance with me

Deep in her eyes,
I think i see the future.
I realize this is my last chance.

She took my arm,
I don't know how it happened.
We took the floor and she said

Oh don't you dare look back
Just keep your eyes on me.
I said you're holding back,
She said shut up and dance with me!
This woman is my destiny
She said oh oh oh
Shut up and dance!

Oh don't you dare look back
Just keep your eyes on me.
I said you're holding back,
She said shut up and dance with me!
This woman is my destiny
She said oh oh oh
Shut up and dance with me

Oh oh oh shut up dance with me"

8.All About That Bass- Meghan Trainor,2014,8,All About That Bass, Meghan Trainor,all about that bass,6/13/15,2015.0,All About That Bass,all about that bass,meghan trainor,meghan trainor,1.0,47.0,47.0,49.0,-2,https://embed.spotify.com/?uri=spotify:track:5jE48hhRu8E6zBDPRSkEq7,5jE48hhRu8E6zBDPRSkEq7,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21400908,"[u'dance pop', u'hip pop', u'pop', u'post-teen pop', u'r&b']",pop,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,0.887,0.124,134.052,0.0503,0.0573,2.87E-06,4,0.807,9,187920,-3.726,0.961,1,"Because you know I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass
Yeah, it's pretty clear, I ain't no size two

But I can shake it, shake it like I'm supposed to do
'Cause I got that boom boom that all the boys chase
All the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real come on now, make it stop
If you got beauty, beauty just raise 'em up 'cause every inch of you is perfect from the bottom to the top
Yeah, my momma she told me don't worry about your size
She says, ""Boys they like a little more booty to hold at night""
You know I won't be no stick-figure silicone Barbie doll

So, if that's what's you're into then go ahead and move along
Because you know I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass

I'm bringing booty back
Go ahead and tell them skinny bitches, ""Hey""
No, I'm just playing I know you think you're fat
But I'm here to tell you that every inch of you is perfect from the bottom to the top
Yeah, my momma she told me don't worry about your size

She says, ""Boys they like a little more booty to hold at night""
You know I won't be no stick-figure silicone Barbie doll
So, if that's what's you're into then go ahead and move along
Because you know I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble

I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass
Because you know I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass
Because you know I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass, no treble
I'm all about that bass, 'bout that bass"

10.Problem- Ariana Grande (featuring Iggy Azalea),2014,10,Problem, Ariana Grande (featuring Iggy Azalea),problem,11/1/14,2014.0,Problem,problem,ariana grande,ariana grande,2.0,40.0,25.0,44.0,-4,https://embed.spotify.com/?uri=spotify:track:7E8edqa0m0ASLXkLfmWY03,7E8edqa0m0ASLXkLfmWY03,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71400762,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/7E8edqa0m0ASLXkLfmWY03,0.805,0.133,102.75,0.245,0.0176,9.85E-06,4,0.604,1,193893,-5.363,0.613,0,"It's Iggy Iggz
I got one more problem with you girl
Aye

Hey baby, even though I hate ya
I wanna love ya, I want you
And even though I can't forgive ya
I really want to, I want you
Tell me, tell me, baby
Why did you leave me?
Cause even though I shouldn't want it
I gotta have it, I want you

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

I know you're never gonna wake up
I gotta give up, but it's you?
I know I shouldn't ever call back
Or let you come back, but it's you
Every time you touch me
And say you love me
I get a little bit breathless
I shouldn't want it, but it's you

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

It's Iggy Iz
What you got?

Smart money bettin' I'll be better off without you
In no time I'll be forgettin' all about you
You sayin' that you know, but I really, really doubt you
Understand my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you're sayin'
There's a million you's baby boy, so don't be dumb
I got 99 problems but you won't be one
Like what!

One less, one less problem
One less, one less problem

Head in the clouds
Got no weight on my shoulders
I should be wiser
And realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem"

1.Hello- Adele,2015,1,Hello, Adele,hello,11/3/12,2012.0,Hello,hello,karmin,karmin,62.0,77.0,8.0,97.0,-20,https://embed.spotify.com/?uri=spotify:track:7jO1boY6qwRjeu0EBtvDuu,7jO1boY6qwRjeu0EBtvDuu,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21201096,"[u'dance pop', u'pop', u'post-teen pop', u'viral pop']",pop,https://api.spotify.com/v1/audio-analysis/7jO1boY6qwRjeu0EBtvDuu,0.919,0.123,127.916,0.171,0.166,0,4,0.658,5,237547,-2.455,0.516,1,"I'ma do it, do it
Like I wanna do it
You gon' know me like, you ain't never known me before
I'ma bring it, bring it
I'ma give it, give it
You gon' love me like you ain't loved nobody before
Hello, hello, hello, hello
Hello, hello, hello, hello
Hello, hello, hello, hello
You gon' love me like you ain't loved nobody before

Too nice! Too clean! Too white! Too green!
Little haters, big dreams
I don't care what you think about me, uh
Two face old friends told me the end was near, ha
Forget them
See a lot of things changed since then
Don't they know that I came from Nebraska?
Am I gonna quit? (No)
Nice o' you to ask
But, Momma told me, go out and chase what you're after
I'm on track so I'm gonna rap faster
I'ma break it down for you and get a little deeper
Slayin' on it prayin' on it like a grim reaper
Runnin' the thermometer yup, I got a fever
Hi, konichiwa, are you a believer?
I'ma do it, do it

Like I wanna do it

You gon' know me like, you ain't never known me before
I'ma bring it, bring it
I'ma give it, give it
You gon' love me like you ain't loved nobody before
Hello, hello, hello, hello
Hello, hello, hello, hello
Hello, hello, hello, hello
You gon' love me like you ain't loved nobody before

Too hard! Too soft! Too rough! Too posh!
Lemme do, what I want

Lace it up baby, tie it in a knot, oh!
Race track, two legs! Hollywood, big break!
Suck it up, intake!
Let me tell you how it happened real quick
Oh touch down in the middle of the city
Mass Ave. St. jam up to Newbury
Million dollar party now tell me who you wearin'
Lotsa new hand held hype you can carry
I'ma break it down for you and get a little deeper
Slayin' on it prayin' on it like a grim reaper
Runnin' the thermometer yup, I got a fever
Hi, konichiwa, very nice to meetcha!
I'ma do it, do it

Like I wanna do it
You gon' know me like, you ain't never known me before
I'ma bring it, bring it

I'ma give it, give it
You gon' love me like you ain't loved nobody before
Hello, hello, hello, hello
Hello, hello, hello, hello
(Can you hear me now?)
Hello, hello, hello, hello
You gon' love me like you ain't loved nobody before

Let me keep going, baby till I'm dead and gone
That's my only wish
And if you don't know I'll be singing my song
I got a lot to give

I'ma do it, do it
Like I wanna do it
You gon' know me like, you ain't never known me before
I'ma bring it, bring it

I'ma give it, give it
You gon' love me like you ain't loved nobody before
Hello, hello, hello, hello
Hello, hello, hello, hello
(Can you hear me right now?)
Hello, hello, hello, hello
You gon' love me like you ain't loved nobody before
Hello, hello, hello, hello
Hello, hello, hello, hello
Hello, hello, hello, hello
You gon' love me like you ain't loved nobody before"

1.Hello- Adele,2015,1,Hello, Adele,hello,9/3/11,2011.0,Hello,hello,martin solveig,martin solveig,46.0,64.0,20.0,62.0,2,https://embed.spotify.com/?uri=spotify:track:4Ch7K8Ud1pS2uB3Xa1zjOq,4Ch7K8Ud1pS2uB3Xa1zjOq,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=FR2PA1000021,"[u'big room', u'dance pop', u'disco house', u'edm', u'electro house', u'filter house', u'house', u'pop', u'tropical house', u'vocal house']",edm,https://api.spotify.com/v1/audio-analysis/4Ch7K8Ud1pS2uB3Xa1zjOq,0.941,0.0455,127.993,0.0315,0.0284,0.0196,4,0.668,3,281390,-4.19,0.465,1,"I could stick around and get along with you, hello.
It doesn't really mean that i'm into you, hello.
You're alright but I'm here, darling, to enjoy the party.
Don't get too excited 'cause thats all you get from me, hey.

Yeah I think you're cute,
but I really think that you should know.
I just came to say hello,
hello
hello
hello

I'm not the kinda girl to get messed up with you, hello.
I'ma let you try to convince me to, hello.
It's alright I'm getting dizzy just enjoy the party.
It's OK with me if you dont have that much to say, hey.

Kinda like this game but there's something you should know.
I just came to say hello, hello, hey, hey.

I could stick around and get along with you, hello.
It doesn't really mean that I'm into you, hello.
You're alright but I'm here, darling, to enjoy the party.
I'm getting dizzy, just enjoy the party.

I just came to say hello,
hello
hello
hello

I'm not the kinda girl to get messed up with you, hello.
I'ma let you try to convince me to, hello.
It's alright, I'm getting dizzy, just enjoy the party.
It's OK with me if you dont have that much to say, hey.

Kinda like this game but there's something you should know.
I just came to say hello, hey."

2.Hotline Bling- Drake,2015,2,Hotline Bling, Drake,hotline bling,4/23/16,2016.0,Hotline Bling,hotline bling,drake,drake,2.0,38.0,36.0,50.0,-12,https://embed.spotify.com/?uri=spotify:track:1UfBAJfmofTffrae5ls6DA,1UfBAJfmofTffrae5ls6DA,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCMV1500030,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",rap,https://api.spotify.com/v1/audio-analysis/1UfBAJfmofTffrae5ls6DA,0.639,0.0382,134.963,0.0549,0.00226,0.000315,4,0.893,2,267024,-7.857,0.579,1,"You used to call me on my
You used to, you used to
Yeah

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city, you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl you got me down, you got me stressed out
Cause ever since I left the city, you
Started wearing less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I've never seen before

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city, you, you, you
You and me, we just don't get along
You make me feel like I did you wrong
Going places where you don't belong
Ever since I left the city, you
You got exactly what you asked for
Running out of pages in your passport
Hanging with some girls I've never seen before

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

These days, all I do is
Wonder if you're bendin' over backwards for someone else
Wonder if you're rolling up a Backwoods for someone else
Doing things I taught you, gettin' nasty for someone else
You don't need no one else
You don't need nobody else, no
Why you never alone
Why you always touching road
Used to always stay at home, be a good girl
You was in the zone, yeah
You should just be yourself
Right now, you're someone else

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city..."
